,GS,IP,H,R,ER,BB,SO,HR,HBP,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Date,Team,Home_Away
0,6.0,45.1,63.0,43.0,42.0,27.0,49.0,8.0,4.0,204.0,11.0,4.0,0.0,4.0,2.0,8.0,4.0,0.0,237.0,2022-04-17,CIN,0
0,5.0,40.2,35.0,18.0,17.0,14.0,42.0,5.0,2.0,161.0,6.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,178.0,2022-04-17,SLN,0
0,7.0,54.20000000000001,63.0,28.0,24.0,24.0,55.0,8.0,1.0,242.0,16.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,268.0,2022-04-18,OAK,1
0,6.0,47.800000000000004,48.0,32.0,30.0,26.0,49.0,6.0,2.0,202.0,6.0,0.0,2.0,2.0,1.0,5.0,2.0,0.0,232.0,2022-04-18,LAA,1
0,6.0,49.2,56.0,33.0,31.0,19.0,51.0,9.0,1.0,206.0,14.0,1.0,1.0,2.0,5.0,4.0,1.0,0.0,231.0,2022-04-18,MIN,1
0,7.0,56.5,52.0,32.0,27.0,22.0,63.0,8.0,4.0,229.0,12.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,258.0,2022-04-18,ATL,1
0,5.0,42.2,51.0,33.0,32.0,22.0,49.0,9.0,3.0,177.0,10.0,0.0,0.0,4.0,3.0,7.0,2.0,2.0,206.0,2022-04-17,TEX,0
0,4.0,32.2,26.0,13.0,13.0,13.0,31.0,4.0,1.0,125.0,5.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,140.0,2022-04-16,KCR,1
0,6.0,50.099999999999994,43.0,20.0,13.0,20.0,44.0,1.0,2.0,202.0,11.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,227.0,2022-04-18,BAL,1
0,6.0,49.3,42.0,25.0,24.0,26.0,48.0,4.0,7.0,191.0,8.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,229.0,2022-04-18,HOU,1
0,6.0,49.2,46.0,22.0,21.0,12.0,50.0,7.0,2.0,193.0,12.0,0.0,0.0,5.0,3.0,5.0,0.0,1.0,210.0,2022-04-17,TOR,0
0,7.0,60.2,35.0,13.0,12.0,15.0,74.0,4.0,3.0,222.0,10.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,240.0,2022-04-18,LAN,1
0,7.0,58.5,54.0,28.0,28.0,34.0,53.0,5.0,2.0,229.0,10.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,268.0,2022-04-18,PIT,1
0,7.0,56.8,45.0,31.0,24.0,22.0,67.0,7.0,3.0,223.0,7.0,0.0,1.0,3.0,0.0,6.0,0.0,2.0,248.0,2022-04-18,TBA,1
0,5.0,39.1,37.0,21.0,19.0,22.0,23.0,7.0,2.0,161.0,4.0,0.0,1.0,3.0,5.0,5.0,1.0,0.0,190.0,2022-04-17,ARI,0
0,7.0,56.8,53.0,28.0,28.0,17.0,65.0,10.0,3.0,228.0,13.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,250.0,2022-04-18,SDN,1
0,7.0,60.2,52.0,25.0,21.0,27.0,59.0,6.0,4.0,235.0,10.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,270.0,2022-04-18,MIL,1
0,7.0,55.10000000000001,61.0,30.0,30.0,23.0,59.0,7.0,0.0,232.0,11.0,2.0,0.0,5.0,2.0,3.0,2.0,1.0,257.0,2022-04-18,CHN,1
0,6.0,49.3,40.0,15.0,13.0,24.0,60.0,4.0,2.0,201.0,7.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,230.0,2022-04-17,NYA,0
0,6.0,49.1,45.0,24.0,21.0,24.0,63.0,5.0,3.0,205.0,11.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,233.0,2022-04-17,CHA,0
0,5.0,42.0,42.0,21.0,19.0,15.0,46.0,4.0,4.0,169.0,11.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,191.0,2022-04-17,MIA,0
0,7.0,53.1,70.0,47.0,46.0,33.0,59.0,9.0,4.0,233.0,12.0,4.0,0.0,4.0,3.0,8.0,5.0,0.0,273.0,2022-04-18,CIN,1
0,5.0,43.6,27.0,7.0,7.0,15.0,46.0,0.0,2.0,154.0,9.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,173.0,2022-04-17,SFN,0
0,5.0,40.2,35.0,18.0,17.0,14.0,42.0,5.0,2.0,161.0,6.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,178.0,2022-04-17,SLN,0
0,5.0,42.900000000000006,32.0,12.0,12.0,19.0,60.0,3.0,2.0,162.0,10.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,185.0,2022-04-17,NYN,0
0,5.0,41.2,41.0,20.0,14.0,13.0,37.0,2.0,1.0,169.0,10.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,187.0,2022-04-16,DET,1
0,6.0,45.800000000000004,58.0,39.0,37.0,29.0,52.0,6.0,2.0,201.0,9.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,234.0,2022-04-17,WSN,0
0,7.0,54.099999999999994,59.0,40.0,40.0,31.0,54.0,7.0,10.0,223.0,15.0,6.0,1.0,5.0,4.0,2.0,2.0,0.0,269.0,2022-04-18,PHI,1
0,6.0,49.1,43.0,27.0,27.0,27.0,57.0,6.0,3.0,196.0,9.0,0.0,1.0,5.0,1.0,3.0,2.0,0.0,227.0,2022-04-18,BOS,1
0,6.0,49.2,37.0,17.0,16.0,18.0,49.0,6.0,2.0,186.0,5.0,1.0,0.0,6.0,1.0,2.0,1.0,0.0,207.0,2022-04-17,SEA,0
0,5.0,40.8,36.0,24.0,21.0,14.0,47.0,8.0,3.0,168.0,12.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,185.0,2022-04-17,CLE,0
0,6.0,49.099999999999994,58.0,24.0,22.0,21.0,33.0,3.0,2.0,207.0,18.0,1.0,2.0,9.0,1.0,0.0,0.0,3.0,232.0,2022-04-18,COL,1
0,4.0,32.5,31.0,19.0,16.0,11.0,39.0,7.0,3.0,139.0,9.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,153.0,2022-04-17,CLE,0
0,7.0,58.2,49.0,31.0,29.0,34.0,55.0,5.0,2.0,225.0,10.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,264.0,2022-04-19,PIT,1
0,6.0,45.400000000000006,40.0,26.0,21.0,23.0,33.0,6.0,3.0,182.0,5.0,0.0,2.0,3.0,6.0,5.0,1.0,0.0,217.0,2022-04-19,ARI,1
0,6.0,48.6,51.0,31.0,30.0,27.0,52.0,3.0,7.0,197.0,10.0,1.0,1.0,4.0,3.0,3.0,2.0,0.0,236.0,2022-04-19,HOU,1
0,6.0,48.2,56.0,30.0,28.0,13.0,48.0,12.0,1.0,202.0,13.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,220.0,2022-04-19,MIN,1
0,6.0,53.6,37.0,17.0,17.0,26.0,66.0,4.0,2.0,198.0,9.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,227.0,2022-04-19,NYN,1
0,7.0,53.8,64.0,44.0,44.0,32.0,52.0,7.0,8.0,224.0,15.0,6.0,1.0,5.0,5.0,1.0,1.0,0.0,271.0,2022-04-19,PHI,1
0,6.0,48.6,39.0,17.0,15.0,32.0,61.0,4.0,3.0,197.0,5.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,236.0,2022-04-19,NYA,1
0,7.0,54.7,58.0,20.0,17.0,19.0,52.0,5.0,1.0,234.0,12.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,255.0,2022-04-19,OAK,1
0,7.0,57.199999999999996,45.0,29.0,24.0,22.0,65.0,6.0,4.0,222.0,9.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,251.0,2022-04-19,ATL,1
0,6.0,49.8,41.0,17.0,13.0,22.0,46.0,1.0,2.0,196.0,8.0,1.0,0.0,6.0,0.0,2.0,1.0,0.0,223.0,2022-04-19,BAL,1
0,7.0,55.1,42.0,28.0,23.0,17.0,65.0,7.0,3.0,220.0,7.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,240.0,2022-04-19,TBA,1
0,7.0,58.5,43.0,17.0,17.0,15.0,63.0,8.0,2.0,223.0,12.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,241.0,2022-04-19,SDN,1
0,7.0,55.1,50.0,24.0,23.0,26.0,65.0,4.0,1.0,222.0,7.0,2.0,1.0,4.0,1.0,3.0,4.0,2.0,251.0,2022-04-19,WSN,1
0,7.0,52.1,67.0,43.0,42.0,30.0,59.0,8.0,4.0,229.0,12.0,2.0,0.0,4.0,2.0,7.0,2.0,0.0,265.0,2022-04-19,CIN,1
0,6.0,50.900000000000006,37.0,16.0,15.0,16.0,45.0,5.0,2.0,188.0,7.0,1.0,0.0,6.0,2.0,2.0,1.0,0.0,208.0,2022-04-19,SEA,1
0,7.0,60.9,49.0,23.0,20.0,21.0,57.0,7.0,4.0,232.0,8.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,260.0,2022-04-19,MIL,1
0,7.0,54.400000000000006,65.0,35.0,35.0,27.0,58.0,7.0,0.0,234.0,12.0,3.0,0.0,6.0,2.0,2.0,2.0,1.0,263.0,2022-04-19,CHN,1
0,6.0,50.300000000000004,38.0,13.0,11.0,15.0,48.0,0.0,2.0,190.0,12.0,2.0,0.0,3.0,2.0,3.0,0.0,0.0,210.0,2022-04-19,SFN,1
0,7.0,61.6,42.0,14.0,14.0,13.0,72.0,5.0,2.0,226.0,10.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,241.0,2022-04-19,LAN,1
0,5.0,41.2,38.0,19.0,11.0,19.0,44.0,2.0,0.0,168.0,7.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,191.0,2022-04-19,DET,1
0,5.0,41.50000000000001,38.0,22.0,19.0,18.0,53.0,4.0,3.0,171.0,10.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,193.0,2022-04-17,CHA,0
0,6.0,49.9,42.0,20.0,19.0,12.0,51.0,6.0,1.0,192.0,10.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,208.0,2022-04-19,TOR,1
0,6.0,48.400000000000006,46.0,25.0,25.0,26.0,60.0,7.0,3.0,200.0,6.0,0.0,1.0,5.0,1.0,3.0,2.0,0.0,230.0,2022-04-19,BOS,1
0,5.0,42.2,46.0,22.0,19.0,15.0,37.0,3.0,5.0,174.0,14.0,1.0,0.0,7.0,3.0,4.0,0.0,0.0,197.0,2022-04-19,MIA,1
0,6.0,47.800000000000004,49.0,31.0,29.0,22.0,47.0,6.0,2.0,204.0,8.0,0.0,2.0,1.0,1.0,5.0,2.0,0.0,231.0,2022-04-19,LAA,1
0,5.0,40.5,51.0,35.0,34.0,22.0,47.0,12.0,2.0,176.0,7.0,1.0,0.0,3.0,2.0,9.0,2.0,2.0,202.0,2022-04-19,TEX,1
0,6.0,49.8,65.0,28.0,26.0,18.0,32.0,4.0,2.0,210.0,19.0,2.0,2.0,13.0,1.0,0.0,0.0,3.0,232.0,2022-04-19,COL,1
0,5.0,39.5,35.0,14.0,13.0,14.0,46.0,3.0,2.0,161.0,6.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,178.0,2022-04-19,SLN,1
0,4.0,31.800000000000004,25.0,10.0,10.0,15.0,27.0,1.0,1.0,126.0,6.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,143.0,2022-04-19,KCR,1
0,7.0,59.5,44.0,15.0,15.0,15.0,65.0,8.0,2.0,227.0,10.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,245.0,2022-04-20,SDN,0
0,7.0,56.199999999999996,46.0,31.0,27.0,27.0,64.0,8.0,4.0,221.0,9.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,254.0,2022-04-20,ATL,0
0,7.0,54.49999999999999,66.0,41.0,39.0,28.0,51.0,5.0,6.0,228.0,16.0,5.0,1.0,4.0,5.0,1.0,1.0,0.0,269.0,2022-04-20,PHI,0
0,7.0,54.7,55.0,19.0,16.0,18.0,51.0,4.0,3.0,229.0,14.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,251.0,2022-04-20,OAK,0
0,6.0,51.2,51.0,24.0,21.0,17.0,45.0,4.0,5.0,205.0,14.0,1.0,0.0,8.0,3.0,6.0,0.0,0.0,230.0,2022-04-20,MIA,0
0,6.0,49.2,42.0,17.0,16.0,10.0,51.0,3.0,2.0,193.0,11.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,208.0,2022-04-20,TOR,0
0,7.0,61.6,44.0,15.0,15.0,16.0,64.0,5.0,2.0,225.0,12.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,243.0,2022-04-20,LAN,0
0,7.0,56.800000000000004,50.0,31.0,29.0,23.0,62.0,6.0,2.0,232.0,8.0,0.0,2.0,1.0,1.0,5.0,2.0,0.0,260.0,2022-04-20,LAA,0
0,7.0,54.400000000000006,57.0,34.0,30.0,27.0,61.0,4.0,0.0,230.0,9.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,262.0,2022-04-20,WSN,0
0,5.0,41.199999999999996,32.0,15.0,11.0,15.0,43.0,2.0,0.0,164.0,4.0,2.0,0.0,0.0,1.0,8.0,1.0,0.0,181.0,2022-04-20,DET,0
0,6.0,48.5,60.0,39.0,38.0,28.0,54.0,12.0,2.0,206.0,10.0,1.0,0.0,4.0,3.0,10.0,2.0,2.0,239.0,2022-04-20,TEX,0
0,6.0,49.300000000000004,42.0,14.0,13.0,33.0,62.0,1.0,3.0,197.0,5.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,236.0,2022-04-20,NYA,0
0,7.0,58.099999999999994,77.0,37.0,35.0,22.0,39.0,8.0,3.0,248.0,20.0,2.0,2.0,14.0,2.0,0.0,0.0,3.0,276.0,2022-04-20,COL,0
0,6.0,51.900000000000006,35.0,12.0,10.0,12.0,45.0,2.0,2.0,189.0,7.0,1.0,0.0,5.0,3.0,2.0,2.0,0.0,206.0,2022-04-20,SEA,0
0,7.0,52.400000000000006,66.0,37.0,36.0,24.0,59.0,7.0,0.0,232.0,16.0,3.0,0.0,5.0,2.0,4.0,2.0,0.0,258.0,2022-04-20,CHN,0
0,7.0,52.5,41.0,26.0,21.0,16.0,57.0,6.0,3.0,208.0,7.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,227.0,2022-04-20,TBA,0
0,6.0,46.400000000000006,47.0,31.0,26.0,23.0,57.0,4.0,3.0,203.0,11.0,0.0,1.0,1.0,1.0,6.0,0.0,3.0,230.0,2022-04-20,CHA,0
0,7.0,60.900000000000006,49.0,23.0,20.0,22.0,60.0,7.0,2.0,233.0,7.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,259.0,2022-04-20,MIL,0
0,7.0,51.099999999999994,60.0,42.0,41.0,32.0,53.0,6.0,4.0,216.0,12.0,2.0,1.0,6.0,3.0,8.0,2.0,0.0,255.0,2022-04-20,CIN,0
0,6.0,48.5,40.0,14.0,13.0,16.0,57.0,3.0,3.0,193.0,6.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,213.0,2022-04-20,SLN,0
0,5.0,40.800000000000004,30.0,10.0,10.0,17.0,33.0,1.0,2.0,155.0,6.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,175.0,2022-04-20,KCR,0
0,7.0,55.800000000000004,51.0,33.0,31.0,32.0,53.0,6.0,3.0,225.0,11.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,263.0,2022-04-20,PIT,0
0,6.0,47.1,51.0,34.0,31.0,24.0,49.0,3.0,6.0,196.0,12.0,1.0,1.0,5.0,2.0,2.0,3.0,0.0,229.0,2022-04-20,HOU,0
0,6.0,47.2,51.0,25.0,23.0,9.0,49.0,8.0,0.0,193.0,11.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,205.0,2022-04-20,MIN,0
0,6.0,49.8,41.0,13.0,9.0,19.0,52.0,1.0,3.0,196.0,7.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,221.0,2022-04-20,BAL,0
0,5.0,40.8,32.0,18.0,15.0,16.0,46.0,5.0,2.0,166.0,9.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,184.0,2022-04-20,CLE,0
0,6.0,49.800000000000004,44.0,24.0,24.0,28.0,59.0,5.0,3.0,196.0,5.0,0.0,1.0,6.0,3.0,5.0,2.0,0.0,230.0,2022-04-20,BOS,0
0,6.0,45.800000000000004,43.0,26.0,22.0,20.0,36.0,6.0,3.0,184.0,9.0,0.0,1.0,2.0,4.0,4.0,1.0,0.0,214.0,2022-04-20,ARI,0
0,6.0,54.3,36.0,16.0,16.0,23.0,65.0,4.0,1.0,198.0,8.0,0.0,2.0,1.0,0.0,4.0,2.0,0.0,222.0,2022-04-20,NYN,0
0,6.0,49.6,42.0,14.0,12.0,18.0,50.0,0.0,1.0,193.0,11.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,215.0,2022-04-20,SFN,0
0,6.0,44.5,46.0,33.0,32.0,29.0,46.0,5.0,4.0,180.0,11.0,2.0,1.0,4.0,3.0,7.0,2.0,0.0,216.0,2022-04-20,CIN,0
0,7.0,52.4,65.0,39.0,38.0,26.0,64.0,8.0,0.0,229.0,17.0,4.0,0.0,6.0,2.0,4.0,2.0,1.0,257.0,2022-04-21,CHN,0
0,6.0,48.2,30.0,19.0,19.0,22.0,58.0,6.0,2.0,181.0,6.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,206.0,2022-04-20,ATL,0
0,6.0,47.1,51.0,34.0,31.0,24.0,49.0,3.0,6.0,196.0,12.0,1.0,1.0,5.0,2.0,2.0,3.0,0.0,229.0,2022-04-20,HOU,0
0,6.0,47.199999999999996,60.0,37.0,35.0,23.0,43.0,4.0,6.0,199.0,15.0,4.0,1.0,3.0,5.0,1.0,1.0,0.0,235.0,2022-04-20,PHI,0
0,7.0,56.2,54.0,25.0,23.0,11.0,57.0,8.0,0.0,221.0,12.0,1.0,1.0,4.0,3.0,0.0,2.0,1.0,235.0,2022-04-21,MIN,0
0,7.0,57.099999999999994,52.0,19.0,15.0,19.0,59.0,3.0,3.0,231.0,11.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,256.0,2022-04-21,BAL,0
0,6.0,48.5,57.0,40.0,39.0,32.0,54.0,12.0,3.0,204.0,7.0,1.0,0.0,4.0,3.0,10.0,2.0,2.0,242.0,2022-04-21,TEX,0
0,6.0,51.900000000000006,44.0,22.0,19.0,21.0,55.0,6.0,2.0,203.0,7.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,226.0,2022-04-20,MIL,0
0,6.0,49.7,44.0,17.0,16.0,32.0,56.0,1.0,1.0,195.0,7.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,231.0,2022-04-21,NYA,0
0,6.0,49.099999999999994,40.0,21.0,16.0,17.0,52.0,5.0,2.0,198.0,11.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,218.0,2022-04-21,CLE,0
0,7.0,58.10000000000001,53.0,27.0,27.0,30.0,67.0,5.0,3.0,230.0,7.0,0.0,1.0,6.0,4.0,6.0,2.0,0.0,267.0,2022-04-21,BOS,0
0,6.0,48.5,38.0,14.0,12.0,17.0,51.0,4.0,3.0,190.0,5.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,211.0,2022-04-21,SLN,0
0,7.0,54.7,55.0,20.0,17.0,19.0,56.0,3.0,4.0,227.0,14.0,1.0,3.0,6.0,2.0,1.0,3.0,2.0,252.0,2022-04-21,OAK,0
0,6.0,51.2,38.0,14.0,14.0,15.0,56.0,7.0,2.0,195.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,213.0,2022-04-20,SDN,0
0,6.0,49.5,37.0,21.0,20.0,20.0,55.0,4.0,2.0,193.0,6.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,218.0,2022-04-20,LAA,0
0,6.0,49.8,67.0,32.0,30.0,20.0,35.0,7.0,2.0,215.0,17.0,2.0,2.0,10.0,2.0,0.0,0.0,2.0,240.0,2022-04-20,COL,0
0,6.0,50.900000000000006,42.0,16.0,15.0,10.0,49.0,3.0,2.0,194.0,10.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0,209.0,2022-04-21,TOR,0
0,6.0,44.2,32.0,20.0,17.0,13.0,45.0,6.0,3.0,173.0,5.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,189.0,2022-04-20,TBA,0
0,6.0,50.50000000000001,41.0,19.0,14.0,14.0,47.0,3.0,2.0,196.0,12.0,1.0,0.0,5.0,4.0,2.0,2.0,0.0,216.0,2022-04-21,SEA,0
0,7.0,54.10000000000001,49.0,29.0,24.0,24.0,44.0,7.0,4.0,216.0,10.0,0.0,2.0,3.0,4.0,4.0,1.0,0.0,252.0,2022-04-21,ARI,0
0,7.0,55.10000000000001,47.0,32.0,30.0,31.0,54.0,6.0,3.0,220.0,11.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,257.0,2022-04-21,PIT,0
0,7.0,55.39999999999999,52.0,29.0,25.0,21.0,57.0,5.0,2.0,228.0,8.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,255.0,2022-04-21,WSN,0
0,7.0,62.599999999999994,40.0,18.0,18.0,23.0,74.0,5.0,2.0,229.0,8.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,254.0,2022-04-21,NYN,0
0,7.0,57.6,54.0,20.0,18.0,22.0,56.0,2.0,1.0,227.0,12.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,254.0,2022-04-21,SFN,0
0,5.0,42.2,29.0,7.0,7.0,17.0,33.0,1.0,1.0,154.0,6.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,173.0,2022-04-21,KCR,0
0,5.0,40.5,32.0,13.0,9.0,13.0,41.0,2.0,0.0,163.0,5.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,178.0,2022-04-21,DET,0
0,6.0,51.900000000000006,45.0,21.0,18.0,15.0,52.0,4.0,4.0,202.0,11.0,1.0,0.0,6.0,2.0,5.0,0.0,0.0,223.0,2022-04-21,MIA,0
0,6.0,45.4,53.0,32.0,26.0,19.0,53.0,2.0,2.0,203.0,13.0,0.0,1.0,2.0,3.0,4.0,0.0,3.0,228.0,2022-04-21,CHA,0
0,6.0,53.3,38.0,12.0,12.0,13.0,58.0,3.0,2.0,193.0,11.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,208.0,2022-04-20,LAN,0
0,7.0,56.2,52.0,22.0,20.0,14.0,55.0,7.0,0.0,220.0,12.0,1.0,1.0,3.0,3.0,0.0,2.0,1.0,237.0,2022-04-22,MIN,1
0,6.0,51.599999999999994,43.0,18.0,17.0,12.0,48.0,3.0,2.0,195.0,10.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,212.0,2022-04-22,TOR,1
0,6.0,52.599999999999994,37.0,12.0,12.0,13.0,62.0,3.0,1.0,193.0,11.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,207.0,2022-04-22,LAN,1
0,7.0,56.099999999999994,46.0,25.0,20.0,21.0,46.0,4.0,3.0,220.0,10.0,0.0,2.0,3.0,3.0,2.0,1.0,0.0,251.0,2022-04-22,ARI,1
0,6.0,50.9,43.0,23.0,17.0,15.0,52.0,3.0,4.0,198.0,11.0,1.0,0.0,6.0,2.0,5.0,0.0,1.0,219.0,2022-04-22,MIA,1
0,7.0,54.1,62.0,37.0,36.0,26.0,63.0,8.0,0.0,228.0,13.0,4.0,0.0,8.0,2.0,6.0,2.0,1.0,256.0,2022-04-22,CHN,1
0,6.0,49.2,48.0,32.0,31.0,33.0,52.0,7.0,3.0,197.0,8.0,1.0,0.0,3.0,2.0,10.0,2.0,2.0,235.0,2022-04-22,TEX,1
0,7.0,62.199999999999996,45.0,20.0,20.0,21.0,74.0,6.0,1.0,236.0,9.0,0.0,2.0,2.0,1.0,4.0,1.0,0.0,259.0,2022-04-22,NYN,1
0,7.0,54.699999999999996,59.0,34.0,30.0,24.0,56.0,6.0,2.0,233.0,9.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,263.0,2022-04-22,WSN,1
0,7.0,57.6,57.0,20.0,18.0,21.0,52.0,3.0,0.0,229.0,12.0,1.0,0.0,4.0,2.0,3.0,2.0,0.0,253.0,2022-04-22,SFN,1
0,6.0,50.2,39.0,21.0,18.0,17.0,52.0,4.0,1.0,193.0,9.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,212.0,2022-04-22,CLE,1
0,7.0,55.1,44.0,27.0,25.0,29.0,59.0,6.0,2.0,218.0,10.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,252.0,2022-04-22,PIT,1
0,6.0,49.49999999999999,37.0,20.0,19.0,16.0,52.0,4.0,1.0,194.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,213.0,2022-04-22,LAA,1
0,6.0,44.400000000000006,52.0,32.0,25.0,20.0,49.0,2.0,2.0,198.0,13.0,0.0,1.0,3.0,3.0,3.0,1.0,3.0,224.0,2022-04-22,CHA,1
0,6.0,51.900000000000006,37.0,15.0,15.0,18.0,53.0,9.0,2.0,192.0,7.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,214.0,2022-04-22,SDN,1
0,6.0,48.5,41.0,15.0,13.0,18.0,53.0,4.0,3.0,191.0,6.0,0.0,1.0,5.0,1.0,4.0,0.0,0.0,213.0,2022-04-22,SLN,1
0,6.0,47.5,29.0,17.0,17.0,25.0,58.0,6.0,2.0,180.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,208.0,2022-04-22,ATL,1
0,6.0,44.8,49.0,34.0,33.0,29.0,46.0,5.0,4.0,187.0,10.0,0.0,1.0,5.0,3.0,4.0,1.0,0.0,223.0,2022-04-22,CIN,1
0,6.0,49.5,45.0,27.0,24.0,17.0,52.0,4.0,4.0,196.0,11.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,219.0,2022-04-22,HOU,1
0,6.0,47.5,54.0,32.0,30.0,24.0,46.0,4.0,5.0,197.0,12.0,2.0,1.0,3.0,5.0,1.0,1.0,0.0,233.0,2022-04-22,PHI,1
0,6.0,50.2,40.0,16.0,13.0,19.0,59.0,4.0,1.0,197.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,217.0,2022-04-22,MIL,1
0,7.0,56.70000000000001,50.0,22.0,21.0,27.0,61.0,6.0,1.0,229.0,3.0,0.0,1.0,5.0,4.0,4.0,1.0,0.0,261.0,2022-04-22,BOS,1
0,7.0,56.5,53.0,21.0,16.0,18.0,55.0,4.0,2.0,224.0,10.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,248.0,2022-04-22,BAL,1
0,4.0,32.199999999999996,27.0,12.0,9.0,13.0,30.0,2.0,0.0,130.0,4.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,145.0,2022-04-21,DET,0
0,7.0,56.39999999999999,53.0,24.0,21.0,19.0,60.0,4.0,3.0,229.0,11.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,254.0,2022-04-22,OAK,1
0,6.0,45.2,37.0,21.0,18.0,14.0,46.0,6.0,3.0,179.0,4.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,196.0,2022-04-22,TBA,1
0,6.0,49.2,47.0,16.0,16.0,22.0,62.0,2.0,1.0,194.0,9.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,219.0,2022-04-22,NYA,1
0,6.0,50.50000000000001,44.0,19.0,14.0,15.0,45.0,4.0,1.0,197.0,12.0,1.0,0.0,7.0,4.0,2.0,2.0,0.0,217.0,2022-04-22,SEA,1
